Date and Time (UTC),Receiver,Transmitter,Transmitter Name,Transmitter Serial,Sensor Value,Sensor Unit,Station Name,Latitude,Longitude
6/7/22 19:00,VR2W-137354,A69-1602-52900,,,,,15,,
6/7/22 19:01,VR2W-137354,A69-1602-52900,,,,,15,,
6/7/22 19:02,VR2W-137354,A69-1602-52900,,,,,15,,
6/7/22 19:02,VR2W-137354,A69-1602-52900,,,,,15,,
6/7/22 19:03,VR2W-137354,A69-1602-52900,,,,,15,,
6/7/22 19:04,VR2W-137354,A69-1602-52900,,,,,15,,
6/7/22 19:05,VR2W-137354,A69-1602-52900,,,,,15,,
6/7/22 19:05,VR2W-137354,A69-1602-52900,,,,,15,,
6/7/22 19:06,VR2W-137354,A69-1602-52900,,,,,15,,
6/7/22 19:07,VR2W-137354,A69-1602-52900,,,,,15,,
6/7/22 19:08,VR2W-137354,A69-1602-52900,,,,,15,,
6/8/22 09:20,VR2W-137354,A69-1602-48733,,,,,15,,
6/8/22 09:21,VR2W-137354,A69-1602-48733,,,,,15,,
6/8/22 09:22,VR2W-137354,A69-1602-48733,,,,,15,,
6/8/22 09:23,VR2W-137354,A69-1602-48733,,,,,15,,
6/8/22 09:23,VR2W-137354,A69-1602-48733,,,,,15,,
6/8/22 09:24,VR2W-137354,A69-1602-48733,,,,,15,,
6/9/22 18:29,VR2W-137354,A69-1602-52893,,,,,15,,
6/9/22 18:30,VR2W-137354,A69-1602-52893,,,,,15,,
6/9/22 18:31,VR2W-137354,A69-1602-52893,,,,,15,,
6/9/22 18:32,VR2W-137354,A69-1602-52893,,,,,15,,
6/9/22 18:33,VR2W-137354,A69-1602-52893,,,,,15,,
6/9/22 18:34,VR2W-137354,A69-1602-52893,,,,,15,,
6/9/22 18:34,VR2W-137354,A69-1602-52893,,,,,15,,
6/9/22 18:35,VR2W-137354,A69-1602-52893,,,,,15,,
6/9/22 18:35,VR2W-137354,A69-1602-52893,,,,,15,,
6/9/22 18:36,VR2W-137354,A69-1602-52893,,,,,15,,
6/9/22 18:37,VR2W-137354,A69-1602-52893,,,,,15,,
6/9/22 18:38,VR2W-137354,A69-1602-52893,,,,,15,,
6/9/22 18:38,VR2W-137354,A69-1602-52893,,,,,15,,
6/9/22 18:39,VR2W-137354,A69-1602-52893,,,,,15,,
6/9/22 18:40,VR2W-137354,A69-1602-52893,,,,,15,,
6/9/22 18:40,VR2W-137354,A69-1602-52893,,,,,15,,
6/9/22 18:42,VR2W-137354,A69-1602-52893,,,,,15,,
6/12/22 06:32,VR2W-137354,A69-1602-48458,,,,,15,,
6/12/22 06:32,VR2W-137354,A69-1602-48458,,,,,15,,
6/12/22 06:33,VR2W-137354,A69-1602-48458,,,,,15,,
6/12/22 06:34,VR2W-137354,A69-1602-48458,,,,,15,,
6/12/22 09:11,VR2W-137354,A69-1602-48460,,,,,15,,
6/12/22 09:12,VR2W-137354,A69-1602-48460,,,,,15,,
6/12/22 09:13,VR2W-137354,A69-1602-48460,,,,,15,,
6/12/22 09:14,VR2W-137354,A69-1602-48460,,,,,15,,
6/12/22 10:08,VR2W-137354,A69-1602-48457,,,,,15,,
6/12/22 10:09,VR2W-137354,A69-1602-48457,,,,,15,,
6/12/22 10:10,VR2W-137354,A69-1602-48457,,,,,15,,
6/12/22 10:11,VR2W-137354,A69-1602-48457,,,,,15,,
6/12/22 10:11,VR2W-137354,A69-1602-48457,,,,,15,,
6/12/22 10:12,VR2W-137354,A69-1602-48457,,,,,15,,
6/13/22 16:07,VR2W-137354,A69-1602-48460,,,,,15,,
6/13/22 16:07,VR2W-137354,A69-1602-48460,,,,,15,,
6/13/22 16:08,VR2W-137354,A69-1602-48460,,,,,15,,
6/13/22 16:09,VR2W-137354,A69-1602-48460,,,,,15,,
6/13/22 16:10,VR2W-137354,A69-1602-48460,,,,,15,,
6/13/22 20:21,VR2W-137354,A69-1602-48458,,,,,15,,
6/13/22 20:22,VR2W-137354,A69-1602-48458,,,,,15,,
6/13/22 20:23,VR2W-137354,A69-1602-48458,,,,,15,,
6/13/22 20:23,VR2W-137354,A69-1602-48458,,,,,15,,
6/13/22 20:24,VR2W-137354,A69-1602-48458,,,,,15,,
6/13/22 20:25,VR2W-137354,A69-1602-48458,,,,,15,,
6/13/22 20:26,VR2W-137354,A69-1602-48458,,,,,15,,
6/14/22 06:46,VR2W-137354,A69-1602-48457,,,,,15,,
6/14/22 06:48,VR2W-137354,A69-1602-48457,,,,,15,,
6/14/22 06:49,VR2W-137354,A69-1602-48457,,,,,15,,
6/14/22 06:49,VR2W-137354,A69-1602-48457,,,,,15,,
6/14/22 06:50,VR2W-137354,A69-1602-48457,,,,,15,,
6/14/22 06:51,VR2W-137354,A69-1602-48457,,,,,15,,
6/14/22 06:51,VR2W-137354,A69-1602-48457,,,,,15,,
6/14/22 06:52,VR2W-137354,A69-1602-48457,,,,,15,,
6/14/22 06:53,VR2W-137354,A69-1602-48457,,,,,15,,
6/14/22 06:54,VR2W-137354,A69-1602-48457,,,,,15,,
6/14/22 06:54,VR2W-137354,A69-1602-48457,,,,,15,,
6/14/22 06:55,VR2W-137354,A69-1602-48457,,,,,15,,
6/14/22 06:56,VR2W-137354,A69-1602-48457,,,,,15,,
6/16/22 22:47,VR2W-137354,A69-1602-48727,,,,,15,,
6/16/22 22:49,VR2W-137354,A69-1602-48727,,,,,15,,
6/16/22 22:50,VR2W-137354,A69-1602-48727,,,,,15,,
6/16/22 22:51,VR2W-137354,A69-1602-48727,,,,,15,,
6/16/22 22:52,VR2W-137354,A69-1602-48727,,,,,15,,
6/17/22 08:09,VR2W-137354,A69-1602-48725,,,,,15,,
6/17/22 08:10,VR2W-137354,A69-1602-48725,,,,,15,,
6/17/22 08:11,VR2W-137354,A69-1602-48725,,,,,15,,
6/17/22 08:11,VR2W-137354,A69-1602-48725,,,,,15,,
6/17/22 08:12,VR2W-137354,A69-1602-48725,,,,,15,,
6/17/22 08:13,VR2W-137354,A69-1602-48725,,,,,15,,
6/17/22 08:14,VR2W-137354,A69-1602-48725,,,,,15,,
6/17/22 08:15,VR2W-137354,A69-1602-48725,,,,,15,,
6/17/22 08:16,VR2W-137354,A69-1602-48725,,,,,15,,
6/17/22 08:17,VR2W-137354,A69-1602-48725,,,,,15,,
6/17/22 08:18,VR2W-137354,A69-1602-48725,,,,,15,,
6/17/22 08:18,VR2W-137354,A69-1602-48725,,,,,15,,
6/17/22 08:19,VR2W-137354,A69-1602-48725,,,,,15,,
6/17/22 08:20,VR2W-137354,A69-1602-48725,,,,,15,,
6/17/22 17:23,VR2W-137354,A69-1602-48733,,,,,15,,
6/17/22 17:24,VR2W-137354,A69-1602-48733,,,,,15,,
6/17/22 17:25,VR2W-137354,A69-1602-48733,,,,,15,,
6/17/22 17:26,VR2W-137354,A69-1602-48733,,,,,15,,
6/17/22 17:26,VR2W-137354,A69-1602-48733,,,,,15,,
6/17/22 17:27,VR2W-137354,A69-1602-48733,,,,,15,,
6/18/22 03:46,VR2W-137354,A69-1602-48491,,,,,15,,
6/18/22 03:50,VR2W-137354,A69-1602-48491,,,,,15,,
6/18/22 03:51,VR2W-137354,A69-1602-48491,,,,,15,,
6/18/22 03:51,VR2W-137354,A69-1602-48491,,,,,15,,
6/18/22 03:52,VR2W-137354,A69-1602-48491,,,,,15,,
6/18/22 03:53,VR2W-137354,A69-1602-48491,,,,,15,,
6/18/22 03:54,VR2W-137354,A69-1602-48491,,,,,15,,
6/18/22 03:55,VR2W-137354,A69-1602-48491,,,,,15,,
6/18/22 03:55,VR2W-137354,A69-1602-48491,,,,,15,,
6/18/22 03:56,VR2W-137354,A69-1602-48491,,,,,15,,
6/18/22 03:57,VR2W-137354,A69-1602-48491,,,,,15,,
6/18/22 03:58,VR2W-137354,A69-1602-48491,,,,,15,,
6/18/22 03:59,VR2W-137354,A69-1602-48491,,,,,15,,
6/18/22 04:00,VR2W-137354,A69-1602-48491,,,,,15,,
6/18/22 04:01,VR2W-137354,A69-1602-48491,,,,,15,,
6/18/22 04:01,VR2W-137354,A69-1602-48491,,,,,15,,
6/18/22 04:40,VR2W-137354,A69-1602-52893,,,,,15,,
6/18/22 04:41,VR2W-137354,A69-1602-52893,,,,,15,,
6/18/22 04:42,VR2W-137354,A69-1602-52893,,,,,15,,
6/18/22 04:43,VR2W-137354,A69-1602-52893,,,,,15,,
6/18/22 04:44,VR2W-137354,A69-1602-52893,,,,,15,,
6/18/22 04:45,VR2W-137354,A69-1602-52893,,,,,15,,
6/18/22 04:45,VR2W-137354,A69-1602-52893,,,,,15,,
6/18/22 04:46,VR2W-137354,A69-1602-52893,,,,,15,,
6/18/22 04:47,VR2W-137354,A69-1602-52893,,,,,15,,
6/18/22 04:47,VR2W-137354,A69-1602-52893,,,,,15,,
6/18/22 04:48,VR2W-137354,A69-1602-52893,,,,,15,,
6/18/22 04:48,VR2W-137354,A69-1602-52893,,,,,15,,
6/18/22 04:49,VR2W-137354,A69-1602-52893,,,,,15,,
6/18/22 04:50,VR2W-137354,A69-1602-52893,,,,,15,,
6/18/22 04:52,VR2W-137354,A69-1602-52893,,,,,15,,
6/20/22 16:22,VR2W-137354,A69-1602-48453,,,,,15,,
6/20/22 16:23,VR2W-137354,A69-1602-48453,,,,,15,,
6/20/22 16:24,VR2W-137354,A69-1602-48453,,,,,15,,
6/20/22 16:25,VR2W-137354,A69-1602-48453,,,,,15,,
6/20/22 16:26,VR2W-137354,A69-1602-48453,,,,,15,,
6/20/22 16:27,VR2W-137354,A69-1602-48453,,,,,15,,
7/4/22 13:34,VR2W-137354,A69-1602-48728,,,,,15,,
7/4/22 13:34,VR2W-137354,A69-1602-48728,,,,,15,,
7/4/22 13:36,VR2W-137354,A69-1602-48728,,,,,15,,
7/4/22 13:37,VR2W-137354,A69-1602-48728,,,,,15,,
7/4/22 13:38,VR2W-137354,A69-1602-48728,,,,,15,,
7/4/22 13:39,VR2W-137354,A69-1602-48728,,,,,15,,
7/4/22 13:39,VR2W-137354,A69-1602-48728,,,,,15,,
7/4/22 13:40,VR2W-137354,A69-1602-48728,,,,,15,,
7/4/22 13:41,VR2W-137354,A69-1602-48728,,,,,15,,
7/31/22 12:11,VR2W-137354,A69-1602-48491,,,,,15,,
7/31/22 12:12,VR2W-137354,A69-1602-48491,,,,,15,,
7/31/22 12:13,VR2W-137354,A69-1602-48491,,,,,15,,
7/31/22 12:14,VR2W-137354,A69-1602-48491,,,,,15,,
7/31/22 12:15,VR2W-137354,A69-1602-48491,,,,,15,,
7/31/22 12:15,VR2W-137354,A69-1602-48491,,,,,15,,
7/31/22 12:16,VR2W-137354,A69-1602-48491,,,,,15,,
7/31/22 15:32,VR2W-137354,A69-1602-48491,,,,,15,,
7/31/22 15:32,VR2W-137354,A69-1602-48491,,,,,15,,
7/31/22 15:33,VR2W-137354,A69-1602-48491,,,,,15,,
7/31/22 15:34,VR2W-137354,A69-1602-48491,,,,,15,,
7/31/22 15:35,VR2W-137354,A69-1602-48491,,,,,15,,
7/31/22 15:36,VR2W-137354,A69-1602-48491,,,,,15,,
7/31/22 15:37,VR2W-137354,A69-1602-48491,,,,,15,,
7/31/22 15:37,VR2W-137354,A69-1602-48491,,,,,15,,
7/31/22 15:38,VR2W-137354,A69-1602-48491,,,,,15,,
7/31/22 15:39,VR2W-137354,A69-1602-48491,,,,,15,,
7/31/22 15:40,VR2W-137354,A69-1602-48491,,,,,15,,
7/31/22 15:41,VR2W-137354,A69-1602-48491,,,,,15,,
7/31/22 15:42,VR2W-137354,A69-1602-48491,,,,,15,,
7/31/22 15:43,VR2W-137354,A69-1602-48491,,,,,15,,
7/31/22 15:44,VR2W-137354,A69-1602-48491,,,,,15,,
7/31/22 15:45,VR2W-137354,A69-1602-48491,,,,,15,,
7/31/22 15:46,VR2W-137354,A69-1602-48491,,,,,15,,
7/31/22 15:47,VR2W-137354,A69-1602-48491,,,,,15,,
7/31/22 15:47,VR2W-137354,A69-1602-48491,,,,,15,,
7/31/22 15:48,VR2W-137354,A69-1602-48491,,,,,15,,
7/31/22 15:49,VR2W-137354,A69-1602-48491,,,,,15,,
7/31/22 15:50,VR2W-137354,A69-1602-48491,,,,,15,,
7/31/22 15:53,VR2W-137354,A69-1602-48491,,,,,15,,
7/31/22 15:54,VR2W-137354,A69-1602-48491,,,,,15,,
7/31/22 15:55,VR2W-137354,A69-1602-48491,,,,,15,,
7/31/22 15:56,VR2W-137354,A69-1602-48491,,,,,15,,
7/31/22 16:00,VR2W-137354,A69-1602-48491,,,,,15,,
7/31/22 16:01,VR2W-137354,A69-1602-48491,,,,,15,,
7/31/22 16:04,VR2W-137354,A69-1602-48491,,,,,15,,
7/31/22 16:05,VR2W-137354,A69-1602-48491,,,,,15,,
7/31/22 16:05,VR2W-137354,A69-1602-48491,,,,,15,,
7/31/22 16:06,VR2W-137354,A69-1602-48491,,,,,15,,
7/31/22 16:07,VR2W-137354,A69-1602-48491,,,,,15,,
7/31/22 16:11,VR2W-137354,A69-1602-48491,,,,,15,,
7/31/22 16:12,VR2W-137354,A69-1602-48491,,,,,15,,
7/31/22 16:14,VR2W-137354,A69-1602-48491,,,,,15,,
7/31/22 16:15,VR2W-137354,A69-1602-48491,,,,,15,,
7/31/22 16:15,VR2W-137354,A69-1602-48491,,,,,15,,
7/31/22 16:23,VR2W-137354,A69-1602-48491,,,,,15,,
7/31/22 16:24,VR2W-137354,A69-1602-48491,,,,,15,,
7/31/22 16:25,VR2W-137354,A69-1602-48491,,,,,15,,
7/31/22 16:33,VR2W-137354,A69-1602-48491,,,,,15,,
7/31/22 16:36,VR2W-137354,A69-1602-48491,,,,,15,,
7/31/22 16:43,VR2W-137354,A69-1602-48491,,,,,15,,
8/2/22 12:39,VR2W-137354,A69-1602-48466,,,,,15,,
8/2/22 12:40,VR2W-137354,A69-1602-48466,,,,,15,,
8/2/22 12:41,VR2W-137354,A69-1602-48466,,,,,15,,
8/2/22 12:42,VR2W-137354,A69-1602-48466,,,,,15,,
8/2/22 12:43,VR2W-137354,A69-1602-48466,,,,,15,,
8/2/22 12:44,VR2W-137354,A69-1602-48466,,,,,15,,
8/2/22 12:45,VR2W-137354,A69-1602-48466,,,,,15,,
8/2/22 12:46,VR2W-137354,A69-1602-48466,,,,,15,,
8/2/22 12:46,VR2W-137354,A69-1602-48466,,,,,15,,
8/2/22 12:47,VR2W-137354,A69-1602-48466,,,,,15,,
8/19/22 10:01,VR2W-137354,A69-1602-48730,,,,,15,,
8/19/22 10:06,VR2W-137354,A69-1602-48730,,,,,15,,
8/19/22 10:07,VR2W-137354,A69-1602-48730,,,,,15,,
8/19/22 10:07,VR2W-137354,A69-1602-48730,,,,,15,,
8/19/22 10:08,VR2W-137354,A69-1602-48730,,,,,15,,
8/19/22 10:09,VR2W-137354,A69-1602-48730,,,,,15,,
8/19/22 10:10,VR2W-137354,A69-1602-48730,,,,,15,,
8/19/22 10:10,VR2W-137354,A69-1602-48730,,,,,15,,
8/19/22 10:11,VR2W-137354,A69-1602-48730,,,,,15,,
8/19/22 10:12,VR2W-137354,A69-1602-48730,,,,,15,,
8/19/22 10:13,VR2W-137354,A69-1602-48730,,,,,15,,
8/19/22 10:14,VR2W-137354,A69-1602-48730,,,,,15,,
8/19/22 10:15,VR2W-137354,A69-1602-48730,,,,,15,,
8/19/22 10:15,VR2W-137354,A69-1602-48730,,,,,15,,
8/19/22 10:16,VR2W-137354,A69-1602-48730,,,,,15,,
8/19/22 10:16,VR2W-137354,A69-1602-48730,,,,,15,,
8/21/22 04:48,VR2W-137354,A69-1602-48731,,,,,15,,
8/21/22 04:48,VR2W-137354,A69-1602-48731,,,,,15,,
8/21/22 04:49,VR2W-137354,A69-1602-48731,,,,,15,,
8/21/22 04:50,VR2W-137354,A69-1602-48731,,,,,15,,
8/21/22 04:52,VR2W-137354,A69-1602-48731,,,,,15,,
8/21/22 04:53,VR2W-137354,A69-1602-48731,,,,,15,,
8/21/22 04:54,VR2W-137354,A69-1602-48731,,,,,15,,
8/21/22 04:54,VR2W-137354,A69-1602-48731,,,,,15,,
8/21/22 04:55,VR2W-137354,A69-1602-48731,,,,,15,,
8/21/22 04:56,VR2W-137354,A69-1602-48731,,,,,15,,
8/21/22 04:57,VR2W-137354,A69-1602-48731,,,,,15,,
8/21/22 04:58,VR2W-137354,A69-1602-48731,,,,,15,,
8/21/22 04:58,VR2W-137354,A69-1602-48731,,,,,15,,
8/21/22 04:59,VR2W-137354,A69-1602-48731,,,,,15,,
8/21/22 05:00,VR2W-137354,A69-1602-48731,,,,,15,,
8/21/22 05:01,VR2W-137354,A69-1602-48731,,,,,15,,
8/21/22 05:04,VR2W-137354,A69-1602-48731,,,,,15,,
9/25/22 05:24,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 05:26,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 05:26,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 05:27,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 05:28,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 05:28,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 05:29,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 05:30,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 05:31,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 05:33,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 05:34,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 05:34,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 05:35,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 05:36,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 05:37,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 05:38,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 05:39,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 05:40,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 05:41,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 05:42,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 05:43,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 05:43,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 05:44,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 05:45,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 05:46,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 05:47,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 05:47,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 05:48,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 05:49,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 05:50,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 05:50,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 05:51,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 05:52,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 05:53,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 05:54,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 05:54,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 05:55,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 05:55,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 05:56,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 05:56,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 05:57,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 05:58,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 05:59,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:00,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:00,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:01,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:02,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:03,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:03,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:04,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:05,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:05,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:06,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:07,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:07,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:08,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:09,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:10,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:10,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:11,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:11,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:12,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:13,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:14,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:15,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:16,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:16,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:17,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:18,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:19,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:20,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:21,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:21,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:22,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:23,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:24,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:25,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:26,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:26,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:27,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:28,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:29,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:30,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:31,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:32,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:33,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:33,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:34,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:35,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:36,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:37,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:38,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:38,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:39,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:40,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:40,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:41,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:42,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:42,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:43,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:44,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:45,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:46,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:48,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:48,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:49,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:50,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:51,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:52,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:55,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:55,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:57,VR2W-137354,A69-1602-48469,,,,,15,,
9/25/22 06:57,VR2W-137354,A69-1602-48469,,,,,15,,
