Date and Time (UTC),Receiver,Transmitter,Transmitter Name,Transmitter Serial,Sensor Value,Sensor Unit,Station Name,Latitude,Longitude
8/18/22 10:26,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 10:27,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 10:28,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 10:29,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 10:30,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 10:31,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 10:32,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 10:32,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 10:33,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 10:34,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 10:34,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 10:35,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 10:36,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 10:37,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 10:37,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 10:38,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 10:39,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 10:39,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 10:40,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 10:41,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 10:42,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 10:43,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 10:44,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 10:44,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 10:45,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 10:46,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 10:47,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 10:47,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 10:48,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 10:49,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 10:50,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 10:51,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 10:51,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 10:52,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 10:53,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 10:53,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 10:54,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 10:55,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 10:56,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 10:57,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 10:58,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 10:58,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 10:59,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 11:00,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 11:01,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 11:01,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 11:02,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 11:03,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 11:03,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 11:04,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 11:04,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 11:05,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 11:05,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 11:06,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 11:07,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 11:07,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 11:08,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 11:08,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 11:09,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 11:10,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 11:11,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 11:12,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 11:13,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 11:15,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 11:16,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 11:22,VR2W-135317,A69-1602-48731,,,,,10,,
8/18/22 11:22,VR2W-135317,A69-1602-48731,,,,,10,,
