Date and Time (UTC),Receiver,Transmitter,Transmitter Name,Transmitter Serial,Sensor Value,Sensor Unit,Station Name,Latitude,Longitude,Time,Hour,Date
8/18/22 15:21,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:21,10,8/18/22
8/18/22 15:21,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:21,10,8/18/22
8/18/22 15:22,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:22,10,8/18/22
8/18/22 15:23,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:23,10,8/18/22
8/18/22 15:23,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:23,10,8/18/22
8/18/22 15:24,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:24,10,8/18/22
8/18/22 15:25,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:25,10,8/18/22
8/18/22 15:25,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:25,10,8/18/22
8/18/22 15:26,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:26,10,8/18/22
8/18/22 15:26,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:26,10,8/18/22
8/18/22 15:27,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:27,10,8/18/22
8/18/22 15:28,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:28,10,8/18/22
8/18/22 15:28,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:28,10,8/18/22
8/18/22 15:29,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:29,10,8/18/22
8/18/22 15:29,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:29,10,8/18/22
8/18/22 15:30,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:30,10,8/18/22
8/18/22 15:30,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:30,10,8/18/22
8/18/22 15:31,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:31,10,8/18/22
8/18/22 15:32,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:32,10,8/18/22
8/18/22 15:32,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:32,10,8/18/22
8/18/22 15:33,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:33,10,8/18/22
8/18/22 15:33,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:33,10,8/18/22
8/18/22 15:34,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:34,10,8/18/22
8/18/22 15:34,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:34,10,8/18/22
8/18/22 15:35,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:35,10,8/18/22
8/18/22 15:36,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:36,10,8/18/22
8/18/22 15:37,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:37,10,8/18/22
8/18/22 15:37,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:37,10,8/18/22
8/18/22 15:38,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:38,10,8/18/22
8/18/22 15:38,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:38,10,8/18/22
8/18/22 15:39,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:39,10,8/18/22
8/18/22 15:40,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:40,10,8/18/22
8/18/22 15:40,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:40,10,8/18/22
8/18/22 15:41,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:41,10,8/18/22
8/18/22 15:42,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:42,10,8/18/22
8/18/22 15:42,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:42,10,8/18/22
8/18/22 15:43,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:43,10,8/18/22
8/18/22 15:43,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:43,10,8/18/22
8/18/22 15:44,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:44,10,8/18/22
8/18/22 15:45,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:45,10,8/18/22
8/18/22 15:46,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:46,10,8/18/22
8/18/22 15:47,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:47,10,8/18/22
8/18/22 15:47,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:47,10,8/18/22
8/18/22 15:48,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:48,10,8/18/22
8/18/22 15:48,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:48,10,8/18/22
8/18/22 15:50,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:50,10,8/18/22
8/18/22 15:51,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:51,10,8/18/22
8/18/22 15:52,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:52,10,8/18/22
8/18/22 15:52,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:52,10,8/18/22
8/18/22 15:53,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:53,10,8/18/22
8/18/22 15:53,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:53,10,8/18/22
8/18/22 15:54,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:54,10,8/18/22
8/18/22 15:54,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:54,10,8/18/22
8/18/22 15:55,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:55,10,8/18/22
8/18/22 15:56,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:56,10,8/18/22
8/18/22 15:57,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:57,10,8/18/22
8/18/22 15:57,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:57,10,8/18/22
8/18/22 15:58,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:58,10,8/18/22
8/18/22 15:58,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:58,10,8/18/22
8/18/22 15:59,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:59,10,8/18/22
8/18/22 15:59,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 10:59,10,8/18/22
8/18/22 16:00,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:00,11,8/18/22
8/18/22 16:01,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:01,11,8/18/22
8/18/22 16:01,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:01,11,8/18/22
8/18/22 16:02,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:02,11,8/18/22
8/18/22 16:02,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:02,11,8/18/22
8/18/22 16:03,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:03,11,8/18/22
8/18/22 16:04,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:04,11,8/18/22
8/18/22 16:05,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:05,11,8/18/22
8/18/22 16:05,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:05,11,8/18/22
8/18/22 16:06,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:06,11,8/18/22
8/18/22 16:06,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:06,11,8/18/22
8/18/22 16:07,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:07,11,8/18/22
8/18/22 16:07,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:07,11,8/18/22
8/18/22 16:08,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:08,11,8/18/22
8/18/22 16:08,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:08,11,8/18/22
8/18/22 16:09,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:09,11,8/18/22
8/18/22 16:10,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:10,11,8/18/22
8/18/22 16:10,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:10,11,8/18/22
8/18/22 16:11,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:11,11,8/18/22
8/18/22 16:12,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:12,11,8/18/22
8/18/22 16:12,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:12,11,8/18/22
8/18/22 16:13,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:13,11,8/18/22
8/18/22 16:13,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:13,11,8/18/22
8/18/22 16:14,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:14,11,8/18/22
8/18/22 16:15,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:15,11,8/18/22
8/18/22 16:15,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:15,11,8/18/22
8/18/22 16:16,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:16,11,8/18/22
8/18/22 16:16,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:16,11,8/18/22
8/18/22 16:17,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:17,11,8/18/22
8/18/22 16:18,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:18,11,8/18/22
8/18/22 16:19,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:19,11,8/18/22
8/18/22 16:19,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:19,11,8/18/22
8/18/22 16:20,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:20,11,8/18/22
8/18/22 16:20,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:20,11,8/18/22
8/18/22 16:21,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:21,11,8/18/22
8/18/22 16:21,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:21,11,8/18/22
8/18/22 16:22,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:22,11,8/18/22
8/18/22 16:23,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:23,11,8/18/22
8/18/22 16:24,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:24,11,8/18/22
8/18/22 16:24,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:24,11,8/18/22
8/18/22 16:25,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:25,11,8/18/22
8/18/22 16:25,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:25,11,8/18/22
8/18/22 16:26,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:26,11,8/18/22
8/18/22 16:26,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:26,11,8/18/22
8/18/22 16:27,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:27,11,8/18/22
8/18/22 16:27,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:27,11,8/18/22
8/18/22 16:28,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:28,11,8/18/22
8/18/22 16:29,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:29,11,8/18/22
8/18/22 16:30,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:30,11,8/18/22
8/18/22 16:30,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:30,11,8/18/22
8/18/22 16:31,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:31,11,8/18/22
8/18/22 16:31,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:31,11,8/18/22
8/18/22 16:32,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:32,11,8/18/22
8/18/22 16:33,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:33,11,8/18/22
8/18/22 16:34,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:34,11,8/18/22
8/18/22 16:35,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:35,11,8/18/22
8/18/22 16:35,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:35,11,8/18/22
8/18/22 16:36,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:36,11,8/18/22
8/18/22 16:36,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:36,11,8/18/22
8/18/22 16:37,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:37,11,8/18/22
8/18/22 16:38,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:38,11,8/18/22
8/18/22 16:38,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:38,11,8/18/22
8/18/22 16:39,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:39,11,8/18/22
8/18/22 16:39,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:39,11,8/18/22
8/18/22 16:40,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:40,11,8/18/22
8/18/22 16:40,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:40,11,8/18/22
8/18/22 16:41,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:41,11,8/18/22
8/18/22 16:41,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:41,11,8/18/22
8/18/22 16:42,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:42,11,8/18/22
8/18/22 16:43,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:43,11,8/18/22
8/18/22 16:43,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:43,11,8/18/22
8/18/22 16:44,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:44,11,8/18/22
8/18/22 16:44,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:44,11,8/18/22
8/18/22 16:45,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:45,11,8/18/22
8/18/22 16:45,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:45,11,8/18/22
8/18/22 16:46,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:46,11,8/18/22
8/18/22 16:47,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:47,11,8/18/22
8/18/22 16:48,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:48,11,8/18/22
8/18/22 16:48,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:48,11,8/18/22
8/18/22 16:49,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:49,11,8/18/22
8/18/22 16:49,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:49,11,8/18/22
8/18/22 16:50,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:50,11,8/18/22
8/18/22 16:50,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:50,11,8/18/22
8/18/22 16:51,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:51,11,8/18/22
8/18/22 16:52,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:52,11,8/18/22
8/18/22 16:52,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:52,11,8/18/22
8/18/22 16:53,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:53,11,8/18/22
8/18/22 16:53,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:53,11,8/18/22
8/18/22 16:54,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:54,11,8/18/22
8/18/22 16:54,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:54,11,8/18/22
8/18/22 16:55,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:55,11,8/18/22
8/18/22 16:55,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:55,11,8/18/22
8/18/22 16:56,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:56,11,8/18/22
8/18/22 16:57,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:57,11,8/18/22
8/18/22 16:57,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:57,11,8/18/22
8/18/22 16:58,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:58,11,8/18/22
8/18/22 16:59,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:59,11,8/18/22
8/18/22 16:59,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 11:59,11,8/18/22
8/18/22 17:00,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:00,12,8/18/22
8/18/22 17:00,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:00,12,8/18/22
8/18/22 17:01,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:01,12,8/18/22
8/18/22 17:02,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:02,12,8/18/22
8/18/22 17:02,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:02,12,8/18/22
8/18/22 17:03,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:03,12,8/18/22
8/18/22 17:03,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:03,12,8/18/22
8/18/22 17:04,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:04,12,8/18/22
8/18/22 17:04,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:04,12,8/18/22
8/18/22 17:05,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:05,12,8/18/22
8/18/22 17:06,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:06,12,8/18/22
8/18/22 17:06,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:06,12,8/18/22
8/18/22 17:07,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:07,12,8/18/22
8/18/22 17:08,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:08,12,8/18/22
8/18/22 17:08,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:08,12,8/18/22
8/18/22 17:09,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:09,12,8/18/22
8/18/22 17:09,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:09,12,8/18/22
8/18/22 17:10,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:10,12,8/18/22
8/18/22 17:11,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:11,12,8/18/22
8/18/22 17:11,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:11,12,8/18/22
8/18/22 17:12,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:12,12,8/18/22
8/18/22 17:13,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:13,12,8/18/22
8/18/22 17:13,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:13,12,8/18/22
8/18/22 17:14,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:14,12,8/18/22
8/18/22 17:14,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:14,12,8/18/22
8/18/22 17:15,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:15,12,8/18/22
8/18/22 17:16,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:16,12,8/18/22
8/18/22 17:16,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:16,12,8/18/22
8/18/22 17:17,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:17,12,8/18/22
8/18/22 17:17,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:17,12,8/18/22
8/18/22 17:18,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:18,12,8/18/22
8/18/22 17:18,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:18,12,8/18/22
8/18/22 17:19,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:19,12,8/18/22
8/18/22 17:19,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:19,12,8/18/22
8/18/22 17:20,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:20,12,8/18/22
8/18/22 17:21,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:21,12,8/18/22
8/18/22 17:21,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:21,12,8/18/22
8/18/22 17:22,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:22,12,8/18/22
8/18/22 17:22,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:22,12,8/18/22
8/18/22 17:23,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:23,12,8/18/22
8/18/22 17:23,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:23,12,8/18/22
8/18/22 17:24,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:24,12,8/18/22
8/18/22 17:25,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:25,12,8/18/22
8/18/22 17:26,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:26,12,8/18/22
8/18/22 17:26,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:26,12,8/18/22
8/18/22 17:27,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:27,12,8/18/22
8/18/22 17:28,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:28,12,8/18/22
8/18/22 17:28,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:28,12,8/18/22
8/18/22 17:29,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:29,12,8/18/22
8/18/22 17:30,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:30,12,8/18/22
8/18/22 17:30,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:30,12,8/18/22
8/18/22 17:31,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:31,12,8/18/22
8/18/22 17:31,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:31,12,8/18/22
8/18/22 17:32,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:32,12,8/18/22
8/18/22 17:32,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:32,12,8/18/22
8/18/22 17:33,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:33,12,8/18/22
8/18/22 17:33,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:33,12,8/18/22
8/18/22 17:34,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:34,12,8/18/22
8/18/22 17:35,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:35,12,8/18/22
8/18/22 17:35,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:35,12,8/18/22
8/18/22 17:36,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:36,12,8/18/22
8/18/22 17:36,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:36,12,8/18/22
8/18/22 17:37,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:37,12,8/18/22
8/18/22 17:38,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:38,12,8/18/22
8/18/22 17:39,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:39,12,8/18/22
8/18/22 17:39,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:39,12,8/18/22
8/18/22 17:40,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:40,12,8/18/22
8/18/22 17:41,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:41,12,8/18/22
8/18/22 17:41,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:41,12,8/18/22
8/18/22 17:42,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:42,12,8/18/22
8/18/22 17:43,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:43,12,8/18/22
8/18/22 17:44,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:44,12,8/18/22
8/18/22 17:44,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:44,12,8/18/22
8/18/22 17:45,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:45,12,8/18/22
8/18/22 17:45,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:45,12,8/18/22
8/18/22 17:46,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:46,12,8/18/22
8/18/22 17:46,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:46,12,8/18/22
8/18/22 17:47,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:47,12,8/18/22
8/18/22 17:47,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:47,12,8/18/22
8/18/22 17:48,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:48,12,8/18/22
8/18/22 17:49,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:49,12,8/18/22
8/18/22 17:50,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:50,12,8/18/22
8/18/22 17:50,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:50,12,8/18/22
8/18/22 17:51,VR2W-137355,A69-1604-28720,,,,,12,,,8/18/22 12:51,12,8/18/22
